id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
2108.09408,Han Sun,"Han Sun, Yetong Bian, Ningzhong Liu, Huiyu Zhou",Multi-scale Edge-based U-shape Network for Salient Object Detection,"14pages, 5 figures. accepted by PRICAI 2021, code:
  https://github.com/bellatong/MEUNet",,,,cs.CV,http://creativecommons.org/licenses/by/4.0/,"  Deep-learning based salient object detection methods achieve great
improvements. However, there are still problems existing in the predictions,
such as blurry boundary and inaccurate location, which is mainly caused by
inadequate feature extraction and integration. In this paper, we propose a
Multi-scale Edge-based U-shape Network (MEUN) to integrate various features at
different scales to achieve better performance. To extract more useful
information for boundary prediction, U-shape Edge Network modules are embedded
in each decoder units. Besides, the additional down-sampling module alleviates
the location inaccuracy. Experimental results on four benchmark datasets
demonstrate the validity and reliability of the proposed method. Multi-scale
Edge based U-shape Network also shows its superiority when compared with 15
state-of-the-art salient object detection methods.
","[{'version': 'v1', 'created': 'Sat, 21 Aug 2021 00:57:00 GMT'}]",2021-08-24,"[['Sun', 'Han', ''], ['Bian', 'Yetong', ''], ['Liu', 'Ningzhong', ''], ['Zhou', 'Huiyu', '']]"
2103.12883,Ricardo Grando,"Ricardo Bedin Grando, Junior Costa de Jesus, Victor Augusto Kich,
  Alisson Henrique Kolling, Nicolas Pieper Bortoluzzi, Pedro Miranda Pinheiro,
  Armando Alves Neto, Paulo Lilles Jorge Drews-Jr","Deep Reinforcement Learning for Mapless Navigation of a Hybrid Aerial
  Underwater Vehicle with Medium Transition","Accepted to the IEEE International Conference on Robotics and
  Automation (ICRA) 2021",,,,cs.RO,http://creativecommons.org/licenses/by/4.0/,"  Since the application of Deep Q-Learning to the continuous action domain in
Atari-like games, Deep Reinforcement Learning (Deep-RL) techniques for motion
control have been qualitatively enhanced. Nowadays, modern Deep-RL can be
successfully applied to solve a wide range of complex decision-making tasks for
many types of vehicles. Based on this context, in this paper, we propose the
use of Deep-RL to perform autonomous mapless navigation for Hybrid Unmanned
Aerial Underwater Vehicles (HUAUVs), robots that can operate in both, air or
water media. We developed two approaches, one deterministic and the other
stochastic. Our system uses the relative localization of the vehicle and simple
sparse range data to train the network. We compared our approaches with a
traditional geometric tracking controller for mapless navigation. Based on
experimental results, we can conclude that Deep-RL-based approaches can be
successfully used to perform mapless navigation and obstacle avoidance for
HUAUVs. Our vehicle accomplished the navigation in two scenarios, being capable
to achieve the desired target through both environments, and even outperforming
the geometric-based tracking controller on the obstacle-avoidance capability.
","[{'version': 'v1', 'created': 'Tue, 23 Mar 2021 23:09:08 GMT'}, {'version': 'v2', 'created': 'Sun, 28 Mar 2021 02:20:51 GMT'}]",2021-03-30,"[['Grando', 'Ricardo Bedin', ''], ['de Jesus', 'Junior Costa', ''], ['Kich', 'Victor Augusto', ''], ['Kolling', 'Alisson Henrique', ''], ['Bortoluzzi', 'Nicolas Pieper', ''], ['Pinheiro', 'Pedro Miranda', ''], ['Neto', 'Armando Alves', ''], ['Drews-Jr', 'Paulo Lilles Jorge', '']]"
2011.05411,Nguyen Truong,"Nguyen Truong, Kai Sun, Siyao Wang, Florian Guitton, Yike Guo","Privacy Preservation in Federated Learning: An insightful survey from
  the GDPR Perspective","21 pages, 8 figures, 2 tables",,,,cs.CR cs.AI cs.LG,http://creativecommons.org/licenses/by/4.0/,"  Along with the blooming of AI and Machine Learning-based applications and
services, data privacy and security have become a critical challenge.
Conventionally, data is collected and aggregated in a data centre on which
machine learning models are trained. This centralised approach has induced
severe privacy risks to personal data leakage, misuse, and abuse. Furthermore,
in the era of the Internet of Things and big data in which data is essentially
distributed, transferring a vast amount of data to a data centre for processing
seems to be a cumbersome solution. This is not only because of the difficulties
in transferring and sharing data across data sources but also the challenges on
complying with rigorous data protection regulations and complicated
administrative procedures such as the EU General Data Protection Regulation
(GDPR). In this respect, Federated learning (FL) emerges as a prospective
solution that facilitates distributed collaborative learning without disclosing
original training data whilst naturally complying with the GDPR. Recent
research has demonstrated that retaining data and computation on-device in FL
is not sufficient enough for privacy-guarantee. This is because ML model
parameters exchanged between parties in an FL system still conceal sensitive
information, which can be exploited in some privacy attacks. Therefore, FL
systems shall be empowered by efficient privacy-preserving techniques to comply
with the GDPR. This article is dedicated to surveying on the state-of-the-art
privacy-preserving techniques which can be employed in FL in a systematic
fashion, as well as how these techniques mitigate data security and privacy
risks. Furthermore, we provide insights into the challenges along with
prospective approaches following the GDPR regulatory guidelines that an FL
system shall implement to comply with the GDPR.
","[{'version': 'v1', 'created': 'Tue, 10 Nov 2020 21:41:25 GMT'}, {'version': 'v2', 'created': 'Fri, 13 Nov 2020 18:06:17 GMT'}, {'version': 'v3', 'created': 'Sat, 23 Jan 2021 02:07:36 GMT'}, {'version': 'v4', 'created': 'Sat, 30 Jan 2021 13:15:01 GMT'}, {'version': 'v5', 'created': 'Thu, 18 Mar 2021 12:32:28 GMT'}]",2021-03-19,"[['Truong', 'Nguyen', ''], ['Sun', 'Kai', ''], ['Wang', 'Siyao', ''], ['Guitton', 'Florian', ''], ['Guo', 'Yike', '']]"
2010.09647,Alexey Radul,Alexey Radul and Boris Alexeev,The Base Measure Problem and its Solution,,,,,cs.PL,http://creativecommons.org/licenses/by/4.0/,"  Probabilistic programming systems generally compute with probability density
functions, leaving the base measure of each such function implicit. This mostly
works, but creates problems when densities with respect to different base
measures are accidentally combined or compared. Mistakes also happen when
computing volume corrections for continuous changes of variables, which in
general depend on the support measure. We motivate and clarify the problem in
the context of a composable library of probability distributions and bijective
transformations. We solve the problem by standardizing on Hausdorff measure as
a base, and deriving formulas for comparing and combining mixed-dimension
densities, as well as updating densities with respect to Hausdorff measure
under diffeomorphic transformations. We also propose a software architecture
that implements these formulas efficiently in the common case. We hope that by
adopting our solution, probabilistic programming systems can become more robust
and general, and make a broader class of models accessible to practitioners.
","[{'version': 'v1', 'created': 'Tue, 6 Oct 2020 19:58:50 GMT'}, {'version': 'v2', 'created': 'Thu, 10 Dec 2020 19:14:05 GMT'}]",2020-12-14,"[['Radul', 'Alexey', ''], ['Alexeev', 'Boris', '']]"
2111.14671,"Salva R\""uhling Cachay","Salva R\""uhling Cachay, Venkatesh Ramesh, Jason N. S. Cole, Howard
  Barker, David Rolnick","ClimART: A Benchmark Dataset for Emulating Atmospheric Radiative
  Transfer in Weather and Climate Models",,"35th Conference on Neural Information Processing Systems (NeurIPS
  2021) Track on Datasets and Benchmarks",,,cs.LG physics.ao-ph stat.ML,http://creativecommons.org/licenses/by/4.0/,"  Numerical simulations of Earth's weather and climate require substantial
amounts of computation. This has led to a growing interest in replacing
subroutines that explicitly compute physical processes with approximate machine
learning (ML) methods that are fast at inference time. Within weather and
climate models, atmospheric radiative transfer (RT) calculations are especially
expensive. This has made them a popular target for neural network-based
emulators. However, prior work is hard to compare due to the lack of a
comprehensive dataset and standardized best practices for ML benchmarking. To
fill this gap, we build a large dataset, ClimART, with more than \emph{10
million samples from present, pre-industrial, and future climate conditions},
based on the Canadian Earth System Model. ClimART poses several methodological
challenges for the ML community, such as multiple out-of-distribution test
sets, underlying domain physics, and a trade-off between accuracy and inference
speed. We also present several novel baselines that indicate shortcomings of
datasets and network architectures used in prior work. Download instructions,
baselines, and code are available at: https://github.com/RolnickLab/climart
","[{'version': 'v1', 'created': 'Mon, 29 Nov 2021 16:32:31 GMT'}]",2021-11-30,"[['Cachay', 'Salva Rühling', ''], ['Ramesh', 'Venkatesh', ''], ['Cole', 'Jason N. S.', ''], ['Barker', 'Howard', ''], ['Rolnick', 'David', '']]"
2105.10702,Aydan Gasimova,"Aydan Gasimova, Giovanni Montana, Daniel Rueckert",Automated Knee X-ray Report Generation,,NeurIPS Machine Learning for Health Workshop 2017,,,cs.CV cs.LG,http://creativecommons.org/licenses/by/4.0/,"  Gathering manually annotated images for the purpose of training a predictive
model is far more challenging in the medical domain than for natural images as
it requires the expertise of qualified radiologists. We therefore propose to
take advantage of past radiological exams (specifically, knee X-ray
examinations) and formulate a framework capable of learning the correspondence
between the images and reports, and hence be capable of generating diagnostic
reports for a given X-ray examination consisting of an arbitrary number of
image views. We demonstrate how aggregating the image features of individual
exams and using them as conditional inputs when training a language generation
model results in auto-generated exam reports that correlate well with
radiologist-generated reports.
","[{'version': 'v1', 'created': 'Sat, 22 May 2021 11:59:42 GMT'}]",2021-05-25,"[['Gasimova', 'Aydan', ''], ['Montana', 'Giovanni', ''], ['Rueckert', 'Daniel', '']]"
2011.00242,Ingrid Nunes,"Jhonny Mertz, Ingrid Nunes",A Qualitative Study of Application-level Caching,,"in IEEE Transactions on Software Engineering, vol. 43, no. 9, pp.
  798-816, 1 Sept. 2017",10.1109/TSE.2016.2633992,,cs.SE,http://creativecommons.org/licenses/by/4.0/,"  Latency and cost of Internet-based services are encouraging the use of
application-level caching to continue satisfying users' demands, and improve
the scalability and availability of origin servers. Despite its popularity,
this level of caching involves the manual implementation by developers and is
typically addressed in an ad-hoc way, given that it depends on specific details
of the application. As a result, application-level caching is a time-consuming
and error-prone task, becoming a common source of bugs. Furthermore, it forces
application developers to reason about a crosscutting concern, which is
unrelated to the application business logic. In this paper, we present the
results of a qualitative study of how developers handle caching logic in their
web applications, which involved the investigation of ten software projects
with different characteristics. The study we designed is based on comparative
and interactive principles of grounded theory, and the analysis of our data
allowed us to extract and understand how developers address cache-related
concerns to improve performance and scalability of their web applications.
Based on our analysis, we derived guidelines and patterns, which guide
developers while designing, implementing and maintaining application-level
caching, thus supporting developers in this challenging task that is crucial
for enterprise web applications.
","[{'version': 'v1', 'created': 'Sat, 31 Oct 2020 11:01:03 GMT'}]",2020-11-03,"[['Mertz', 'Jhonny', ''], ['Nunes', 'Ingrid', '']]"
2202.13728,{\L}ukasz P{\l}ociniczak,{\L}ukasz P{\l}ociniczak,"Error of the Galerkin scheme for a semilinear subdiffusion equation with
  time-dependent coefficients and nonsmooth data",,,,,math.NA cs.NA,http://creativecommons.org/licenses/by/4.0/,"  We investigate the error of the (semidiscrete) Galerkin method applied to a
semilinear subdiffusion equation in the presence of a nonsmooth initial data.
The diffusion coefficient is allowed to depend on time. It is well-known that
in such parabolic problems the spatial error increases when time decreases. The
rate of this time-dependency is a function of the fractional parameter and the
regularity of the initial condition. We use the energy method to find optimal
bounds on the error under weak and natural assumptions on the diffusivity.
First, we prove the result for the linear problem and then use the ""frozen
nonlinearity"" technique coupled with various generalizations of Gronwall
inequality to carry the result to the semilinear case. The paper ends with
numerical illustrations supporting the theoretical results.
","[{'version': 'v1', 'created': 'Mon, 28 Feb 2022 12:49:37 GMT'}]",2022-03-01,"[['Płociniczak', 'Łukasz', '']]"
2201.02733,Aftab Hussain,Aftab Hussain and Sai Durga Prasad Nanduri and Sneha Seenuvasavarathan,Testing the Robustness of a BiLSTM-based Structural Story Classifier,,,,,cs.CL cs.LG,http://creativecommons.org/licenses/by/4.0/,"  The growing prevalence of counterfeit stories on the internet has fostered
significant interest towards fast and scalable detection of fake news in the
machine learning community. While several machine learning techniques for this
purpose have emerged, we observe that there is a need to evaluate the impact of
noise on these techniques' performance, where noise constitutes news articles
being mistakenly labeled as fake (or real). This work takes a step in that
direction, where we examine the impact of noise on a state-of-the-art,
structural model based on BiLSTM (Bidirectional Long-Short Term Model) for fake
news detection, Hierarchical Discourse-level Structure for Fake News Detection
by Karimi and Tang (Reference no. 9).
","[{'version': 'v1', 'created': 'Mon, 3 Jan 2022 00:27:05 GMT'}]",2022-01-11,"[['Hussain', 'Aftab', ''], ['Nanduri', 'Sai Durga Prasad', ''], ['Seenuvasavarathan', 'Sneha', '']]"
2010.02554,Pablo Moreno-Mu\~noz,"Pablo Moreno-Mu\~noz, Antonio Art\'es-Rodr\'iguez and Mauricio A.
  \'Alvarez",Recyclable Gaussian Processes,,,,,stat.ML cs.LG,http://creativecommons.org/licenses/by/4.0/,"  We present a new framework for recycling independent variational
approximations to Gaussian processes. The main contribution is the construction
of variational ensembles given a dictionary of fitted Gaussian processes
without revisiting any subset of observations. Our framework allows for
regression, classification and heterogeneous tasks, i.e. mix of continuous and
discrete variables over the same input domain. We exploit infinite-dimensional
integral operators based on the Kullback-Leibler divergence between stochastic
processes to re-combine arbitrary amounts of variational sparse approximations
with different complexity, likelihood model and location of the pseudo-inputs.
Extensive results illustrate the usability of our framework in large-scale
distributed experiments, also compared with the exact inference models in the
literature.
","[{'version': 'v1', 'created': 'Tue, 6 Oct 2020 09:01:55 GMT'}]",2020-10-07,"[['Moreno-Muñoz', 'Pablo', ''], ['Artés-Rodríguez', 'Antonio', ''], ['Álvarez', 'Mauricio A.', '']]"
