id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
2102.13579,Amlan Kusum Roy,"Abhisek Ghosal, Tarun Gupta, Kishalay Mahato and Amlan K. Roy","Excitation energies through Becke's exciton model within a
  Cartesian-grid KS DFT",,"Theoretical Chemistry Accounts 140 (1), 1-9 (2021)",,,physics.chem-ph,http://creativecommons.org/licenses/by/4.0/,"  Photon-induced electronic excitations are ubiquitously observed in organic
chromophore. In this context, we present a simple, alternative time-independent
DFT procedure, for computation of single-particle excitation energies, in
particular, the lower bound excited singlet states, which are of primary
interest in photochemistry. This takes inspiration from recently developed
Becke's exciton model, where a key step constitutes the accurate evaluation of
correlated singlet-triplet splitting energy. It introduces a non-empirical
model, both from ""adiabatic connection theorem"" and ""virial theorem"" to analyze
the role of 2e$^-$ integral in such calculations. The latter quantity is
efficiently mapped onto a real grid and computed accurately using a purely
numerical strategy. Illustrative calculations are performed on 10
$\pi$-electron organic chromophores within a Cartesian-grid implementation of
pseudopotential Kohn-Sham (KS) DFT, developed in our laboratory, taking
SBKJC-type basis functions within B3LYP approximation. The triplet and singlet
excitation energies corresponding to first singly excited configuration, are
found to be in excellent agreement with TD-B3LYP calculations. Further, we
perform the same for a set of larger molecular systems using the asymptotically
corrected LC-BLYP, in addition to B3LYP. A systematic comparison with
theoretical best estimates demonstrates the viability and suitability of
current approach in determining optical gaps, combining predictive accuracy
with moderate computational cost.
","[{'version': 'v1', 'created': 'Fri, 26 Feb 2021 16:46:24 GMT'}]",2021-03-01,"[['Ghosal', 'Abhisek', ''], ['Gupta', 'Tarun', ''], ['Mahato', 'Kishalay', ''], ['Roy', 'Amlan K.', '']]"
2104.06719,Fredrik Carlsson,Fredrik Carlsson Magnus Sahlgren,Sentence Embeddings by Ensemble Distillation,,,,,cs.CL cs.LG,http://creativecommons.org/licenses/by/4.0/,"  This paper contributes a new State Of The Art (SOTA) for Semantic Textual
Similarity (STS). We compare and combine a number of recently proposed sentence
embedding methods for STS, and propose a novel and simple ensemble knowledge
distillation scheme that improves on previous approaches. Our experiments
demonstrate that a model trained to learn the average embedding space from
multiple ensemble students outperforms all the other individual models with
high robustness. Utilizing our distillation method in combination with previous
methods, we significantly improve on the SOTA unsupervised STS, and by proper
hyperparameter tuning of previous methods we improve the supervised SOTA
scores.
","[{'version': 'v1', 'created': 'Wed, 14 Apr 2021 09:23:27 GMT'}]",2021-04-15,"[['Sahlgren', 'Fredrik Carlsson Magnus', '']]"
2111.00526,Asier Guti\'errez-Fandi\~no,"Asier Guti\'errez-Fandi\~no, Miquel Noguer i Alonso, Petter Kolm,
  Jordi Armengol-Estap\'e",FinEAS: Financial Embedding Analysis of Sentiment,,,,,cs.CL q-fin.CP q-fin.PM,http://creativecommons.org/licenses/by/4.0/,"  We introduce a new language representation model in finance called Financial
Embedding Analysis of Sentiment (FinEAS). In financial markets, news and
investor sentiment are significant drivers of security prices. Thus, leveraging
the capabilities of modern NLP approaches for financial sentiment analysis is a
crucial component in identifying patterns and trends that are useful for market
participants and regulators. In recent years, methods that use transfer
learning from large Transformer-based language models like BERT, have achieved
state-of-the-art results in text classification tasks, including sentiment
analysis using labelled datasets. Researchers have quickly adopted these
approaches to financial texts, but best practices in this domain are not
well-established. In this work, we propose a new model for financial sentiment
analysis based on supervised fine-tuned sentence embeddings from a standard
BERT model. We demonstrate our approach achieves significant improvements in
comparison to vanilla BERT, LSTM, and FinBERT, a financial domain specific
BERT.
","[{'version': 'v1', 'created': 'Sun, 31 Oct 2021 15:41:56 GMT'}, {'version': 'v2', 'created': 'Fri, 19 Nov 2021 13:38:35 GMT'}]",2021-11-22,"[['Gutiérrez-Fandiño', 'Asier', ''], ['Alonso', 'Miquel Noguer i', ''], ['Kolm', 'Petter', ''], ['Armengol-Estapé', 'Jordi', '']]"
2107.09055,Vikas Bajpai,"Priyank Sonkiya, Vikas Bajpai and Anukriti Bansal",Stock price prediction using BERT and GAN,,,,,q-fin.ST cs.CL cs.LG,http://creativecommons.org/licenses/by/4.0/,"  The stock market has been a popular topic of interest in the recent past. The
growth in the inflation rate has compelled people to invest in the stock and
commodity markets and other areas rather than saving. Further, the ability of
Deep Learning models to make predictions on the time series data has been
proven time and again. Technical analysis on the stock market with the help of
technical indicators has been the most common practice among traders and
investors. One more aspect is the sentiment analysis - the emotion of the
investors that shows the willingness to invest. A variety of techniques have
been used by people around the globe involving basic Machine Learning and
Neural Networks. Ranging from the basic linear regression to the advanced
neural networks people have experimented with all possible techniques to
predict the stock market. It's evident from recent events how news and
headlines affect the stock markets and cryptocurrencies. This paper proposes an
ensemble of state-of-the-art methods for predicting stock prices. Firstly
sentiment analysis of the news and the headlines for the company Apple Inc,
listed on the NASDAQ is performed using a version of BERT, which is a
pre-trained transformer model by Google for Natural Language Processing (NLP).
Afterward, a Generative Adversarial Network (GAN) predicts the stock price for
Apple Inc using the technical indicators, stock indexes of various countries,
some commodities, and historical prices along with the sentiment scores.
Comparison is done with baseline models like - Long Short Term Memory (LSTM),
Gated Recurrent Units (GRU), vanilla GAN, and Auto-Regressive Integrated Moving
Average (ARIMA) model.
","[{'version': 'v1', 'created': 'Sun, 18 Jul 2021 18:31:43 GMT'}]",2021-07-21,"[['Sonkiya', 'Priyank', ''], ['Bajpai', 'Vikas', ''], ['Bansal', 'Anukriti', '']]"
1801.08707,Victor Marsault,Victor Marsault,On p/q-recognisable sets,,"Logical Methods in Computer Science, Volume 17, Issue 3 (July 28,
  2021) lmcs:7714",10.46298/lmcs-17(3:12)2021,,cs.LO cs.DM cs.FL,http://creativecommons.org/licenses/by/4.0/,"  Let p/q be a rational number. Numeration in base p/q is defined by a function
that evaluates each finite word over A_p={0,1,...,p-1} to some rational number.
We let N_p/q denote the image of this evaluation function. In particular, N_p/q
contains all nonnegative integers and the literature on base p/q usually
focuses on the set of words that are evaluated to nonnegative integers; it is a
rather chaotic language which is not context-free. On the contrary, we study
here the subsets of (N_p/q)^d that are p/q-recognisable, i.e. realised by
finite automata over (A_p)^d. First, we give a characterisation of these sets
as those definable in a first-order logic, similar to the one given by the
B\""uchi-Bruy\`ere Theorem for integer bases numeration systems. Second, we show
that the natural order relation and the modulo-q operator are not
p/q-recognisable.
","[{'version': 'v1', 'created': 'Fri, 26 Jan 2018 08:21:30 GMT'}, {'version': 'v2', 'created': 'Tue, 1 Sep 2020 08:33:36 GMT'}, {'version': 'v3', 'created': 'Tue, 13 Apr 2021 14:20:21 GMT'}, {'version': 'v4', 'created': 'Tue, 6 Jul 2021 14:18:45 GMT'}, {'version': 'v5', 'created': 'Tue, 27 Jul 2021 13:49:07 GMT'}]",2021-10-04,"[['Marsault', 'Victor', '']]"
2203.04260,Alexander Cumberworth,Alexander Cumberworth and Pieter Rein ten Wolde,Constriction of actin rings by passive crosslinkers,"14 pages, 10 figures, submitted to PRL",,,,physics.bio-ph cond-mat.soft q-bio.SC,http://creativecommons.org/licenses/by/4.0/,"  In many organisms, cell division is driven by the constriction of a
cytokinetic ring, which consists of actin filaments and crosslinking proteins.
While it has long been believed that the constriction is driven by motor
proteins, it has recently been discovered that passive crosslinkers that do not
turn over fuel are able to generate enough force to constrict actin filament
rings. We develop an analytical model that considers both this passive
crosslinker force, here modeled as a force based on condensation of the
crosslinkers from solution, and the opposing elastic bending force, which we
use to make predictions about the maximum constriction forces that could be
generated by this system for varying ring topologies and crosslinker
concentrations. Our predictions indicate that such a mechanism could play an
important role in deforming the plasma membrane during cell division, or as a
component in a minimal synthetic cell.
","[{'version': 'v1', 'created': 'Tue, 8 Mar 2022 18:27:12 GMT'}]",2022-03-09,"[['Cumberworth', 'Alexander', ''], ['Wolde', 'Pieter Rein ten', '']]"
2106.10952,Elena Ehrlich,"Elena Ehrlich, Laurent Callot, Fran\c{c}ois-Xavier Aubet","Spliced Binned-Pareto Distribution for Robust Modeling of Heavy-tailed
  Time Series","Accepted at RobustWorkshop@ICLR2021:
  <https://sites.google.com/connect.hku.hk/robustml-2021/accepted-papers/paper-041>",,,,stat.ML cs.LG stat.CO,http://creativecommons.org/licenses/by/4.0/,"  This work proposes a novel method to robustly and accurately model time
series with heavy-tailed noise, in non-stationary scenarios. In many practical
application time series have heavy-tailed noise that significantly impacts the
performance of classical forecasting models; in particular, accurately modeling
a distribution over extreme events is crucial to performing accurate time
series anomaly detection. We propose a Spliced Binned-Pareto distribution which
is both robust to extreme observations and allows accurate modeling of the full
distribution. Our method allows the capture of time dependencies in the higher
order moments of the distribution such as the tail heaviness. We compare the
robustness and the accuracy of the tail estimation of our method to other state
of the art methods on Twitter mentions count time series.
","[{'version': 'v1', 'created': 'Mon, 21 Jun 2021 09:48:03 GMT'}]",2021-06-22,"[['Ehrlich', 'Elena', ''], ['Callot', 'Laurent', ''], ['Aubet', 'François-Xavier', '']]"
2108.08432,Yanwu Xu,"Yanwu Xu, Mingming Gong, Shaoan Xie, Kayhan Batmanghelich","Box-Adapt: Domain-Adaptive Medical Image Segmentation using Bounding
  BoxSupervision",,"IJCAI Workshop on Weakly Supervised Representation Learning, 2021",,,cs.CV,http://creativecommons.org/licenses/by/4.0/,"  Deep learning has achieved remarkable success in medicalimage segmentation,
but it usually requires a large numberof images labeled with fine-grained
segmentation masks, andthe annotation of these masks can be very expensive
andtime-consuming. Therefore, recent methods try to use un-supervised domain
adaptation (UDA) methods to borrow in-formation from labeled data from other
datasets (source do-mains) to a new dataset (target domain). However, due tothe
absence of labels in the target domain, the performance ofUDA methods is much
worse than that of the fully supervisedmethod. In this paper, we propose a
weakly supervised do-main adaptation setting, in which we can partially label
newdatasets with bounding boxes, which are easier and cheaperto obtain than
segmentation masks. Accordingly, we proposea new weakly-supervised domain
adaptation method calledBox-Adapt, which fully explores the fine-grained
segmenta-tion mask in the source domain and the weak bounding boxin the target
domain. Our Box-Adapt is a two-stage methodthat first performs joint training
on the source and target do-mains, and then conducts self-training with the
pseudo-labelsof the target domain. We demonstrate the effectiveness of
ourmethod in the liver segmentation task. Weakly supervised do-main adaptation
","[{'version': 'v1', 'created': 'Thu, 19 Aug 2021 01:51:04 GMT'}, {'version': 'v2', 'created': 'Sat, 28 Aug 2021 03:53:55 GMT'}]",2021-08-31,"[['Xu', 'Yanwu', ''], ['Gong', 'Mingming', ''], ['Xie', 'Shaoan', ''], ['Batmanghelich', 'Kayhan', '']]"
2107.00015,Prabal Saxena,"Prabal Saxena, Geronimo L. Villanueva, Neil T. Zimmerman, Avi M.
  Mandell, and Adam J. R. W. Smith","Simulating Reflected Light Exoplanet Spectra of the Promising Direct
  Imaging Target, $\upsilon$ Andromedae d, with a New, Fast Sampling Method
  Using the Planetary Spectrum Generator","23 pages, 14 figures",AJ 162 30 (2021),10.3847/1538-3881/abf657,,astro-ph.EP astro-ph.IM,http://creativecommons.org/licenses/by/4.0/,"  Simulations of exoplanet albedo profiles are key to planning and interpreting
future direct imaging observations. In this paper we demonstrate the use of the
Planetary Spectrum Generator to produce simulations of reflected light
exoplanet spectra. We use PSG to examine multiple issues relevant to all models
of directly imaged exoplanet spectra and to produce sample spectra of the
bright, nearby exoplanet $\upsilon$ Andromedae d, a potential direct imaging
target for next-generation facilities. We introduce a new, fast, and accurate
subsampling technique that enables calculations of disk-integrated spectra one
order of magnitude faster than Chebyshev-Gauss sampling for moderate- to
high-resolution sampling. Using this method and a first-principles-derived
atmosphere for $\upsilon$ And d, we simulate phase-dependent spectra for a
variety of different potential atmospheric configurations. The simulated
spectra for $\upsilon$ And d include versions with different haze and cloud
properties. Based on our combined analysis of this planet's orbital parameters,
phase-and illumination-appropriate model spectra, and realistic instrument
noise parameters, we find that $\upsilon$ And d is a potentially favorable
direct imaging and spectroscopy target for the Coronagraph Instrument (CGI) on
the Nancy Grace Roman Space Telescope. When a noise model corresponding to the
Roman CGI SPC spectroscopy mode is included, PSG predicts the time required to
reach a signal-to-noise ratio of 10 of the simulated spectra in both the
central wavelength bin of the Roman CGI SPC spectroscopy mode (R=50 spectrum)
and of the Band 1 HLC imaging mode is approximately 400 and less than 40 hr,
respectively. We also discuss potential pathways to extricating information
about the planet and its atmosphere with future observations and find that
Roman observations may be able to bound the interior temperature of the planet.
","[{'version': 'v1', 'created': 'Wed, 30 Jun 2021 18:00:01 GMT'}]",2021-07-02,"[['Saxena', 'Prabal', ''], ['Villanueva', 'Geronimo L.', ''], ['Zimmerman', 'Neil T.', ''], ['Mandell', 'Avi M.', ''], ['Smith', 'Adam J. R. W.', '']]"
2012.12498,Maor Reuben,"Aviad Elyashar, Maor Reuben, and Rami Puzis","Fake News Data Collection and Classification: Iterative Query Selection
  for Opaque Search Engines with Pseudo Relevance Feedback",,,,,cs.IR,http://creativecommons.org/licenses/by/4.0/,"  Retrieving information from an online search engine, is the first and most
important step in many data mining tasks. Most of the search engines currently
available on the web, including all social media platforms, are black-boxes
(a.k.a opaque) supporting short keyword queries. In these settings, retrieving
all posts and comments discussing a particular news item automatically and at
large scales is a challenging task. In this paper, we propose a method for
generating short keyword queries given a prototype document. The proposed
iterative query selection algorithm (IQS) interacts with the opaque search
engine to iteratively improve the query. It is evaluated on the Twitter TREC
Microblog 2012 and TREC-COVID 2019 datasets showing superior performance
compared to state-of-the-art. IQS is applied to automatically collect a
large-scale fake news dataset of about 70K true and fake news items. The
dataset, publicly available for research, includes more than 22M accounts and
61M tweets in Twitter approved format. We demonstrate the usefulness of the
dataset for fake news detection task achieving state-of-the-art performance.
","[{'version': 'v1', 'created': 'Wed, 23 Dec 2020 05:40:15 GMT'}, {'version': 'v2', 'created': 'Sun, 21 Feb 2021 11:38:57 GMT'}]",2021-02-23,"[['Elyashar', 'Aviad', ''], ['Reuben', 'Maor', ''], ['Puzis', 'Rami', '']]"
