id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
2103.11630,Jiping Zheng,"Jiping Zheng, Qi Dong, Xiaoyang Wang, Ying Zhang, Wei Ma, Yuan Ma","Efficient Processing of k-regret Minimization Queries with Theoretical
  Guarantees","14 pages, 7 figures, 6 tables",,,,cs.DB,http://creativecommons.org/licenses/by/4.0/,"  Assisting end users to identify desired results from a large dataset is an
important problem for multi-criteria decision making. To address this problem,
top-k and skyline queries have been widely adopted, but they both have inherent
drawbacks, i.e., the user either has to provide a specific utility function or
faces many results. The k-regret minimization query is proposed, which
integrates the merits of top-k and skyline queries. Due to the NP-hardness of
the problem, the k-regret minimization query is time consuming and the greedy
framework is widely adopted. However, formal theoretical analysis of the greedy
approaches for the quality of the returned results is still lacking. In this
paper, we first fill this gap by conducting a nontrivial theoretical analysis
of the approximation ratio of the returned results. To speed up query
processing, a sampling-based method, StocPreGreed,, is developed to reduce the
evaluation cost. In addition, a theoretical analysis of the required sample
size is conducted to bound the quality of the returned results. Finally,
comprehensive experiments are conducted on both real and synthetic datasets to
demonstrate the efficiency and effectiveness of the proposed methods.
","[{'version': 'v1', 'created': 'Mon, 22 Mar 2021 07:41:07 GMT'}]",2021-03-23,"[['Zheng', 'Jiping', ''], ['Dong', 'Qi', ''], ['Wang', 'Xiaoyang', ''], ['Zhang', 'Ying', ''], ['Ma', 'Wei', ''], ['Ma', 'Yuan', '']]"
2105.04903,Faegheh Hasibi,"Hideaki Joko, Faegheh Hasibi, Krisztian Balog, Arjen P. de Vries",Conversational Entity Linking: Problem Definition and Datasets,,,10.1145/3404835.3463258,,cs.CL cs.IR,http://creativecommons.org/licenses/by/4.0/,"  Machine understanding of user utterances in conversational systems is of
utmost importance for enabling engaging and meaningful conversations with
users. Entity Linking (EL) is one of the means of text understanding, with
proven efficacy for various downstream tasks in information retrieval. In this
paper, we study entity linking for conversational systems. To develop a better
understanding of what EL in a conversational setting entails, we analyze a
large number of dialogues from existing conversational datasets and annotate
references to concepts, named entities, and personal entities using
crowdsourcing. Based on the annotated dialogues, we identify the main
characteristics of conversational entity linking. Further, we report on the
performance of traditional EL systems on our Conversational Entity Linking
dataset, ConEL, and present an extension to these methods to better fit the
conversational setting. The resources released with this paper include
annotated datasets, detailed descriptions of crowdsourcing setups, as well as
the annotations produced by various EL systems. These new resources allow for
an investigation of how the role of entities in conversations is different from
that in documents or isolated short text utterances like queries and tweets,
and complement existing conversational datasets.
","[{'version': 'v1', 'created': 'Tue, 11 May 2021 09:44:27 GMT'}]",2021-05-12,"[['Joko', 'Hideaki', ''], ['Hasibi', 'Faegheh', ''], ['Balog', 'Krisztian', ''], ['de Vries', 'Arjen P.', '']]"
2109.08237,Efrat Shimron,"Efrat Shimron, Jonathan I. Tamir, Ke Wang, Michael Lustig","Subtle Data Crimes: Naively training machine learning algorithms could
  lead to overly-optimistic results","16 pages, 7 figures, two tables. Submitted to a journal",,,,cs.LG,http://creativecommons.org/licenses/by/4.0/,"  While open databases are an important resource in the Deep Learning (DL) era,
they are sometimes used ""off-label"": data published for one task are used for
training algorithms for a different one. This work aims to highlight that in
some cases, this common practice may lead to biased, overly-optimistic results.
We demonstrate this phenomenon for inverse problem solvers and show how their
biased performance stems from hidden data preprocessing pipelines. We describe
two preprocessing pipelines typical of open-access databases and study their
effects on three well-established algorithms developed for Magnetic Resonance
Imaging (MRI) reconstruction: Compressed Sensing (CS), Dictionary Learning
(DictL), and DL. In this large-scale study we performed extensive computations.
Our results demonstrate that the CS, DictL and DL algorithms yield
systematically biased results when naively trained on seemingly-appropriate
data: the Normalized Root Mean Square Error (NRMSE) improves consistently with
the preprocessing extent, showing an artificial increase of 25%-48% in some
cases. Since this phenomenon is generally unknown, biased results are sometimes
published as state-of-the-art; we refer to that as subtle data crimes. This
work hence raises a red flag regarding naive off-label usage of Big Data and
reveals the vulnerability of modern inverse problem solvers to the resulting
bias.
","[{'version': 'v1', 'created': 'Thu, 16 Sep 2021 22:00:15 GMT'}, {'version': 'v2', 'created': 'Fri, 24 Sep 2021 01:31:51 GMT'}, {'version': 'v3', 'created': 'Tue, 14 Dec 2021 05:35:43 GMT'}]",2021-12-15,"[['Shimron', 'Efrat', ''], ['Tamir', 'Jonathan I.', ''], ['Wang', 'Ke', ''], ['Lustig', 'Michael', '']]"
2102.10939,Liang Chen,Liang Chen,A High-dimensional Sparse Fourier Transform in the Continuous Setting,,,10.1088/1361-6420/ac3c16,,cs.DS cs.IT cs.NA math.IT math.NA,http://creativecommons.org/licenses/by/4.0/,"  In this paper, we theoretically propose a new hashing scheme to establish the
sparse Fourier transform in high-dimensional space. The estimation of the
algorithm complexity shows that this sparse Fourier transform can overcome the
curse of dimensionality. To the best of our knowledge, this is the first
polynomial-time algorithm to recover the high-dimensional continuous
frequencies.
","[{'version': 'v1', 'created': 'Mon, 22 Feb 2021 12:14:26 GMT'}, {'version': 'v2', 'created': 'Tue, 23 Feb 2021 10:23:00 GMT'}, {'version': 'v3', 'created': 'Wed, 24 Feb 2021 03:09:41 GMT'}, {'version': 'v4', 'created': 'Sun, 28 Feb 2021 12:30:00 GMT'}, {'version': 'v5', 'created': 'Sun, 7 Mar 2021 11:56:42 GMT'}, {'version': 'v6', 'created': 'Wed, 9 Jun 2021 07:25:44 GMT'}]",2022-02-23,"[['Chen', 'Liang', '']]"
2110.00074,Viktor Fredslund-Hansen,"Jacob Evald, Viktor Fredslund-Hansen and Christian Wulff-Nilsen",Near-Optimal Distance Oracles for Vertex-Labeled Planar Graphs,"15 pages, 3 figures",,,,cs.DS,http://creativecommons.org/licenses/by/4.0/,"  Given an undirected $n$-vertex planar graph $G=(V,E,\omega)$ with
non-negative edge weight function $\omega:E\rightarrow \mathbb R$ and given an
assigned label to each vertex, a vertex-labeled distance oracle is a data
structure which for any query consisting of a vertex $u$ and a label $\lambda$
reports the shortest path distance from $u$ to the nearest vertex with label
$\lambda$. We show that if there is a distance oracle for undirected $n$-vertex
planar graphs with non-negative edge weights using $s(n)$ space and with query
time $q(n)$, then there is a vertex-labeled distance oracle with
$\tilde{O}(s(n))$ space and $\tilde{O}(q(n))$ query time. Using the
state-of-the-art distance oracle of Long and Pettie, our construction produces
a vertex-labeled distance oracle using $n^{1+o(1)}$ space and query time
$\tilde O(1)$ at one extreme, $\tilde O(n)$ space and $n^{o(1)}$ query time at
the other extreme, as well as such oracles for the full tradeoff between space
and query time obtained in their paper. This is the first non-trivial exact
vertex-labeled distance oracle for planar graphs and, to our knowledge, for any
interesting graph class other than trees.
","[{'version': 'v1', 'created': 'Thu, 30 Sep 2021 20:05:02 GMT'}]",2021-10-04,"[['Evald', 'Jacob', ''], ['Fredslund-Hansen', 'Viktor', ''], ['Wulff-Nilsen', 'Christian', '']]"
2201.00732,Michele Buzzicotti,"Michele Buzzicotti, Fabio Bonaccorso and Luca Biferale",Inferring Turbulent Parameters via Machine Learning,,,,,physics.flu-dyn cs.LG nlin.CD physics.comp-ph,http://creativecommons.org/licenses/by/4.0/,"  We design a machine learning technique to solve the general problem of
inferring physical parameters from the observation of turbulent flows, a
relevant exercise in many theoretical and applied fields, from engineering to
earth observation and astrophysics. Our approach is to train the machine
learning system to regress the rotation frequency of the flow's reference
frame, from the observation of the flow's velocity amplitude on a 2d plane
extracted from the 3d domain. The machine learning approach consists of a Deep
Convolutional Neural Network (DCNN) of the same kind developed in computer
vision. The training and validation datasets are produced by means of fully
resolved direct numerical simulations. This study shows interesting results
from two different points of view. From the machine learning point of view it
shows the potential of DCNN, reaching good results on such a particularly
complex problem that goes well outside the limits of human vision. Second, from
the physics point of view, it provides an example on how machine learning can
be exploited in data analysis to infer information that would be inaccessible
otherwise. Indeed, by comparing DCNN with the other possible Bayesian
approaches, we find that DCNN yields to a much higher inference accuracy in all
the examined cases.
","[{'version': 'v1', 'created': 'Mon, 3 Jan 2022 16:08:48 GMT'}]",2022-01-10,"[['Buzzicotti', 'Michele', ''], ['Bonaccorso', 'Fabio', ''], ['Biferale', 'Luca', '']]"
2104.02307,Marek Pecha,Marek Pecha,Balancing Predictive Relevance of Ligand Biochemical Activities,,,,,cs.LG,http://creativecommons.org/licenses/by/4.0/,"  In this paper, we present a technique for balancing predictive relevance
models related to supervised modelling ligand biochemical activities to
biological targets. We train uncalibrated models employing conventional
supervised machine learning technique, namely Support Vector Machines.
Unfortunately, SVMs have a serious drawback. They are sensitive to imbalanced
datasets, outliers and high multicollinearity among training samples, which
could be a cause of preferencing one group over another. Thus, an additional
calibration could be required for balancing a predictive relevance of models.
As a technique for this balancing, we propose the Platt's scaling. The achieved
results were demonstrated on single-target models trained on datasets exported
from the ExCAPE database. Unlike traditional used machine techniques, we focus
on decreasing uncertainty employing deterministic solvers.
","[{'version': 'v1', 'created': 'Tue, 6 Apr 2021 06:05:13 GMT'}]",2021-04-07,"[['Pecha', 'Marek', '']]"
2103.00265,Alex Lamb,Alex Lamb,A Brief Introduction to Generative Models,,,,,cs.LG,http://creativecommons.org/licenses/by/4.0/,"  We introduce and motivate generative modeling as a central task for machine
learning and provide a critical view of the algorithms which have been proposed
for solving this task. We overview how generative modeling can be defined
mathematically as trying to make an estimating distribution the same as an
unknown ground truth distribution. This can then be quantified in terms of the
value of a statistical divergence between the two distributions. We outline the
maximum likelihood approach and how it can be interpreted as minimizing
KL-divergence. We explore a number of approaches in the maximum likelihood
family, while discussing their limitations. Finally, we explore the alternative
adversarial approach which involves studying the differences between an
estimating distribution and a real data distribution. We discuss how this
approach can give rise to new divergences and methods that are necessary to
make adversarial learning successful. We also discuss new evaluation metrics
which are required by the adversarial approach.
","[{'version': 'v1', 'created': 'Sat, 27 Feb 2021 16:49:41 GMT'}]",2021-03-02,"[['Lamb', 'Alex', '']]"
1706.03171,Jiwan Ninglekhu,Jiwan Ninglekhu and Ram Krishnan,"Attribute Based Administration of Role Based Access Control : A Detailed
  Description","32 Pages, 1 Figure A subset of this article submitting to IEEE CIC
  2017",,,,cs.CR,http://creativecommons.org/licenses/by/4.0/,"  Administrative Role Based Access Control (ARBAC) models deal with how to
manage user-role assignments (URA), permission-role assignments (PRA), and
role-role assignments (RRA). A wide variety of approaches has been proposed in
the literature for URA, PRA, and RRA. In this paper, we propose attribute-based
administrative models that unify many prior approaches for URA and PRA. The
motivating factor is that attributes of various RBAC entities such as admin
users, regular users and permissions can be used to administer URA and PRA in a
highly flexible manner. We develop an attribute-based URA model called AURA and
an attribute-based PRA model called ARPA. We demonstrate that AURA and ARPA can
express and unify many prior URA and PRA models.
","[{'version': 'v1', 'created': 'Sat, 10 Jun 2017 02:33:09 GMT'}, {'version': 'v2', 'created': 'Sun, 2 Jul 2017 16:57:26 GMT'}]",2017-07-04,"[['Ninglekhu', 'Jiwan', ''], ['Krishnan', 'Ram', '']]"
2109.12907,Cristina-Iulia Bucur,"Cristina-Iulia Bucur and Tobias Kuhn and Davide Ceolin and Jacco van
  Ossenbruggen",Expressing High-Level Scientific Claims with Formal Semantics,8 pages,"Proceedings of the 11th Knowledge Capture Conference (K-CAP '21),
  December 2--3, 2021, Virtual Event, USA",10.1145/3460210.3493561,,cs.DL cs.AI,http://creativecommons.org/licenses/by/4.0/,"  The use of semantic technologies is gaining significant traction in science
communication with a wide array of applications in disciplines including the
Life Sciences, Computer Science, and the Social Sciences. Languages like RDF,
OWL, and other formalisms based on formal logic are applied to make scientific
knowledge accessible not only to human readers but also to automated systems.
These approaches have mostly focused on the structure of scientific
publications themselves, on the used scientific methods and equipment, or on
the structure of the used datasets. The core claims or hypotheses of scientific
work have only been covered in a shallow manner, such as by linking mentioned
entities to established identifiers. In this research, we therefore want to
find out whether we can use existing semantic formalisms to fully express the
content of high-level scientific claims using formal semantics in a systematic
way. Analyzing the main claims from a sample of scientific articles from all
disciplines, we find that their semantics are more complex than what a
straight-forward application of formalisms like RDF or OWL account for, but we
managed to elicit a clear semantic pattern which we call the 'super-pattern'.
We show here how the instantiation of the five slots of this super-pattern
leads to a strictly defined statement in higher-order logic. We successfully
applied this super-pattern to an enlarged sample of scientific claims. We show
that knowledge representation experts, when instructed to independently
instantiate the super-pattern with given scientific claims, show a high degree
of consistency and convergence given the complexity of the task and the
subject. These results therefore open the door for expressing high-level
scientific findings in a manner they can be automatically interpreted, which on
the longer run can allow us to do automated consistency checking, and much
more.
","[{'version': 'v1', 'created': 'Mon, 27 Sep 2021 09:52:49 GMT'}, {'version': 'v2', 'created': 'Sun, 24 Oct 2021 20:19:48 GMT'}, {'version': 'v3', 'created': 'Fri, 29 Oct 2021 09:51:58 GMT'}]",2021-11-01,"[['Bucur', 'Cristina-Iulia', ''], ['Kuhn', 'Tobias', ''], ['Ceolin', 'Davide', ''], ['van Ossenbruggen', 'Jacco', '']]"
