id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
1508.01146,Michael Beyer,Michael E. Beyer,"Minimizing the CDF Path Length: A Novel Perspective on Uniformity and
  Uncertainty of Bounded Distributions","Draft Paper/Idea Sketch. 13 pages, 5 figures",,,,stat.ME math.ST stat.TH,http://creativecommons.org/licenses/by/4.0/,"  An index of uniformity is developed as an alternative to the maximum-entropy
principle for selecting continuous, differentiable probability distributions
$\mathcal{P}$ subject to constraints $C$. The uniformity index developed in
this paper is motivated by the observation that among all differentiable
probability distributions defined on a finite interval $[a,b] \in \mathbb{R}$,
it is the uniform probability distribution that minimizes the path length of
the associated cumulative distribution function $F_{\mathcal{P}}$ on $[a,b]$.
This intuition is extended to situations where there are constraints on the
allowable probability distributions. In particular, constraints on the first
and second raw moments of a distribution are discussed in detail, including the
analytical form of the solutions and numerical studies of particular examples.
The resulting ""shortest path"" distributions are found to be decidedly more
heavy-tailed than the associated maximum-entropy distributions, suggesting that
entropy and ""CDF path length"" measure two different aspects of uncertainty for
bounded distributions.
","[{'version': 'v1', 'created': 'Wed, 5 Aug 2015 17:45:41 GMT'}, {'version': 'v2', 'created': 'Wed, 1 Jun 2016 13:15:26 GMT'}]",2016-06-02,"[['Beyer', 'Michael E.', '']]"
1507.03673,Joao Marcos,Jo\~ao Marcos,Fail better: What formalized math can teach us about learning,"Proceedings of the Fourth International Conference on Tools for
  Teaching Logic (TTL2015), Rennes, France, June 9-12, 2015. Editors: M.
  Antonia Huertas, Jo\~ao Marcos, Mar\'ia Manzano, Sophie Pinchinat,
  Fran\c{c}ois Schwarzentruber",,,,cs.CY cs.LO,http://creativecommons.org/licenses/by/4.0/,"  Real-life conjectures do not come with instructions saying whether they they
should be proven or, instead, refuted. Yet, as we now know, in either case the
final argument produced had better be not just convincing but actually
verifiable in as much detail as our need for eliminating risk might require.
For those who do not happen to have direct access to the realm of mathematical
truths, the modern field of formalized mathematics has quite a few lessons to
contribute, and one might pay heed to what it has to say, for instance, about:
the importance of employing proof strategies; the fine control of automation in
unraveling the structure of a certain proof object; reasoning forward from the
givens and backward from the goals, in developing proof scripts; knowing when
and how definitions and identities apply in a helpful way, and when they do not
apply; seeing proofs [and refutations] as dynamical objects, not reflected by
the static derivation trees that Proof Theory wants them to be. I believe that
the great challenge for teachers and learners resides currently less on the
availability of suitable generic tools than in combining them wisely in view of
their preferred education paradigms and introducing them in a way that best
fits their specific aims, possibly with the help of intelligent online
interactive tutoring systems. As a proof of concept, a computerized proof
assistant that makes use of several successful tools already freely available
on the market and that takes into account some of the above findings about
teaching and learning Logic is hereby introduced. To fully account for our
informed intuitions on the subject it would seem that a little bit extra
technology would still be inviting, but no major breakthrough is really needed:
We are talking about tools that are already within our reach to develop, as the
fruits of collaborative effort.
","[{'version': 'v1', 'created': 'Tue, 14 Jul 2015 00:51:26 GMT'}, {'version': 'v2', 'created': 'Sat, 18 Jul 2015 03:20:19 GMT'}]",2015-07-21,"[['Marcos', 'João', '']]"
1909.06309,Mounia Laassiri,"K\'et\'evi Adikl\`e Assamagan, Mounia Laassiri",The African School of Fundamental Physics and Applications (ASP),"8 pages, 7 figures, Talk presented at the 2019 Meeting of the
  Division of Particles and Fields of the American Physical Society (DPF2019),
  July 29 - August 2, 2019, Northeastern University, Boston, C1907293",,,,physics.ed-ph,http://creativecommons.org/licenses/by/4.0/,"  The African School of Fundamental Physics and Applications is a biennial
school in Africa. It is based on the observation that fundamental physics
provides excellent motivation for students of science. The aim of the school is
to build capacity to harvest, interpret, and exploit the results of current and
future physics experiments and to increase proficiency in related applications.
The participating students are selected from all over Africa. The school also
offers a workshop to train high school teachers, an outreach to motivate high
school pupils and a physics conference to support a broader participation of
African research faculties. Support for the school comes from institutes in
Africa, Europe, USA and Asia. In this paper, we will present the school and
discuss strategies to make the school sustainable.
","[{'version': 'v1', 'created': 'Fri, 13 Sep 2019 15:59:36 GMT'}, {'version': 'v2', 'created': 'Mon, 18 Nov 2019 19:16:04 GMT'}]",2019-11-20,"[['Assamagan', 'Kétévi Adiklè', ''], ['Laassiri', 'Mounia', '']]"
1702.07011,Carlene Lebeuf Carlene Lebeuf,"Carlene Lebeuf, Margaret-Anne Storey, Alexey Zagalsky",How Software Developers Mitigate Collaboration Friction with Chatbots,"6 pages, accepted to the Talking with Conversational Agents in
  Collaborative Action Workshop at the 20th ACM conference on
  Computer-Supported Cooperative Work and Social Computing (CSCW '17)
  https://talkingwithagents.wordpress.com/position-papers/",,,,cs.HC cs.SE,http://creativecommons.org/licenses/by/4.0/,"  Modern software developers rely on an extensive set of social media tools and
communication channels. The adoption of team communication platforms has led to
the emergence of conversation-based tools and integrations, many of which are
chatbots. Understanding how software developers manage their complex
constellation of collaborators in conjunction with the practices and tools they
use can bring valuable insights into socio-technical collaborative work in
software development and other knowledge work domains.
  In this paper, we explore how chatbots can help reduce the friction points
software developers face when working collaboratively. Using a socio-technical
model for collaborative work, we identify three main areas for conflict:
friction stemming from team interactions with each other, an individual's
interactions with technology, and team interactions with technology. Finally,
we provide a set of open questions for discussion within the research
community.
","[{'version': 'v1', 'created': 'Wed, 22 Feb 2017 21:28:07 GMT'}]",2017-02-24,"[['Lebeuf', 'Carlene', ''], ['Storey', 'Margaret-Anne', ''], ['Zagalsky', 'Alexey', '']]"
1602.00248,Adam Kucharski,Adam J. Kucharski,Modelling the transmission dynamics of online social contagion,"13 pages, 6 figures, 2 tables",,,,cs.SI physics.soc-ph,http://creativecommons.org/licenses/by/4.0/,"  During 2014-15, there were several outbreaks of nominated-based online social
contagion. These infections, which were transmitted from one individual to
another via posts on social media, included games such as 'neknomination', 'ice
bucket challenge', 'no make up selfies', and Facebook users re-posting their
first profile pictures. Fitting a mathematical model of infectious disease
transmission to outbreaks of these four games in the United Kingdom, I
estimated the basic reproduction number, $R_0$, and generation time of each
infection. Median estimates for $R_0$ ranged from 1.9-2.5 across the four
outbreaks, and the estimated generation times were between 1.0 and 2.0 days.
Tests using out-of-sample data from Australia suggested that the model had
reasonable predictive power, with $R^2$ values between 0.52-0.70 across the
four Australian datasets. Further, the relatively low basic reproduction
numbers for the infections suggests that only 48-60% of index cases in
nomination-based games may subsequently generate major outbreaks.
","[{'version': 'v1', 'created': 'Sun, 31 Jan 2016 13:58:17 GMT'}]",2016-02-02,"[['Kucharski', 'Adam J.', '']]"
1811.09736,Abdul Dakkak,"Abdul Dakkak, Cheng Li, Isaac Gelado, Jinjun Xiong, Wen-mei Hwu",Accelerating Reduction and Scan Using Tensor Core Units,"In Proceedings of the ACM International Conference on Supercomputing
  (ICS '19)",,10.1145/3330345.3331057,,cs.PF,http://creativecommons.org/licenses/by/4.0/,"  Driven by deep learning, there has been a surge of specialized processors for
matrix multiplication, referred to as TensorCore Units (TCUs). These TCUs are
capable of performing matrix multiplications on small matrices (usually 4x4 or
16x16) to accelerate the convolutional and recurrent neural networks in deep
learning workloads. In this paper we leverage NVIDIA's TCU to express both
reduction and scan with matrix multiplication and show the benefits -- in terms
of program simplicity, efficiency, and performance. Our algorithm exercises the
NVIDIA TCUs which would otherwise be idle, achieves 89%-98% of peak memory copy
bandwidth, and is orders of magnitude faster (up to 100x for reduction and 3x
for scan) than state-of-the-art methods for small segment sizes -- common in
machine learning and scientific applications. Our algorithm achieves this while
decreasing the power consumption by up to 22% for reduction and16%for scan.
","[{'version': 'v1', 'created': 'Sat, 24 Nov 2018 01:17:51 GMT'}, {'version': 'v2', 'created': 'Sat, 23 Nov 2019 22:34:29 GMT'}]",2019-11-26,"[['Dakkak', 'Abdul', ''], ['Li', 'Cheng', ''], ['Gelado', 'Isaac', ''], ['Xiong', 'Jinjun', ''], ['Hwu', 'Wen-mei', '']]"
1806.05942,Amanda Clare,Amanda Clare and Jacqueline W. Daykin,Enhanced string factoring from alphabet orderings,9 pages,,,,cs.DS,http://creativecommons.org/licenses/by/4.0/,"  In this note we consider the concept of alphabet ordering in the context of
string factoring. We propose a greedy-type algorithm which produces Lyndon
factorizations with small numbers of factors along with a modification for
large numbers of factors. For the technique we introduce the Exponent Parikh
vector. Applications and research directions derived from circ-UMFFs are
discussed.
","[{'version': 'v1', 'created': 'Fri, 15 Jun 2018 13:14:08 GMT'}]",2018-06-18,"[['Clare', 'Amanda', ''], ['Daykin', 'Jacqueline W.', '']]"
1511.01412,"Jensen, Chris",Chris. C. Jensen (Fermilab),Kicker pulsers for recycler NOVA upgrades,4 pp,,,FERMILAB-CONF-15-151-AD,physics.acc-ph,http://creativecommons.org/licenses/by/4.0/,"  An upgrade of the Recycler injection kicker system required a faster rise
time pulser. This system required a field rise and fall time of < 57 ns and a
field flattop of 1.6 {\mu}s. This paper describes the variety of improvements
made over the years that have resulted in this latest thyratron pulser. The
effects of the trigger, the reservoir and the load impedance on delay and rise
time will be discussed.
","[{'version': 'v1', 'created': 'Wed, 4 Nov 2015 17:40:37 GMT'}]",2015-11-05,"[['Jensen', 'Chris. C.', '', 'Fermilab']]"
1909.07311,Artem Pavlov,"Artem L. Pavlov, Azat Davletshin, Alexey Kharlamov, Maksim S.
  Koriukin, Artem Vasenin, Pavel Solovev, Pavel Ostyakov, Pavel A. Karpyshev,
  George V. Ovchinnikov, Ivan V. Oseledets, and Dzmitry Tsetserukou","Recognition of Russian traffic signs in winter conditions. Solutions of
  the ""Ice Vision"" competition winners",Submitted to IEEE ICRA 2020,,,,cs.CV,http://creativecommons.org/licenses/by/4.0/,"  With the advancements of various autonomous car projects aiming to achieve
SAE Level 5, real-time detection of traffic signs in real-life scenarios has
become a highly relevant problem for the industry. Even though a great progress
has been achieved in this field, there is still no clear consensus on what the
state-of-the-art in this field is.
  Moreover, it is important to develop and test systems in various regions and
conditions. This is why the ""Ice Vision"" competition has focused on the
detection of Russian traffic signs in winter conditions. The IceVisionSet
dataset used for this competition features real-world collection of lossless
frame sequences with traffic sign annotations. The sequences were collected in
varying conditions, including: different weather, camera exposure, illumination
and moving speeds.
  In this work we describe the competition and present the solutions of the 3
top teams.
","[{'version': 'v1', 'created': 'Mon, 16 Sep 2019 16:15:51 GMT'}]",2019-09-17,"[['Pavlov', 'Artem L.', ''], ['Davletshin', 'Azat', ''], ['Kharlamov', 'Alexey', ''], ['Koriukin', 'Maksim S.', ''], ['Vasenin', 'Artem', ''], ['Solovev', 'Pavel', ''], ['Ostyakov', 'Pavel', ''], ['Karpyshev', 'Pavel A.', ''], ['Ovchinnikov', 'George V.', ''], ['Oseledets', 'Ivan V.', ''], ['Tsetserukou', 'Dzmitry', '']]"
1508.02083,Dina Ramadan,"M. A. El-Damcese, Dina. A. Ramadan","Studies on properties and estimation problems for modified extension of
  exponential distribution","22,3",,10.5120/ijca2015905891,,stat.OT,http://creativecommons.org/licenses/by/4.0/,"  The present paper considers modified extension of the exponential
distribution with three parameters. We study the main properties of this new
distribution, with special emphasis on its median, mode and moments function
and some characteristics related to reliability studies. For Modified-
extension exponential distribution (MEXED) we have obtained the Bayes
Estimators of scale and shape parameters using Lindley's approximation
(L-approximation) under squared error loss function. But, through this
approximation technique it is not possible to compute the interval estimates of
the parameters. Therefore, we also propose Gibbs sampling method to generate
sample from the posterior distribution. On the basis of generated posterior
sample we computed the Bayes estimates of the unknown parameters and
constructed 95 % highest posterior density credible intervals. A Monte Carlo
simulation study is carried out to compare the performance of Bayes estimators
with the corresponding classical estimators in terms of their simulated risk. A
real data set has been considered for illustrative purpose of the study.
","[{'version': 'v1', 'created': 'Sun, 9 Aug 2015 20:52:30 GMT'}]",2015-10-28,"[['El-Damcese', 'M. A.', ''], ['Ramadan', 'Dina. A.', '']]"
